"","id","neweth","q1a","q1b","q1c","q2af","q2acf","q2bf","q2bcf","q2cf","q2ccf","q3a","q3b","q3c","q4a","q4b","q4c","q5af","q5acf","q5bf","q5bcf","q5cf","q5ccf","q6a","q6b","q6c","length","pt2_a","pt2_b","pt2_c","pt2_d","pt2_e","pt2_f","pt2_g","pt2_h","pt3_1","pt3_2","pt3_3","pt3_4","pt3_5","pt3_6","pt3_7","pt3_8","pt3_9","pt3_10","pt3_11","pt3_12","pt4_a","pt4_b","pt4_c","pt4_d","pt4_e","pt4_f","pt5_a","pt5_b","pt5_c","pt5_d","pt5_e","pt5_f","pt5_g","pt5_h","pt5_i","pt5_j","pt5_k","pt5_l","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p6_7","p6_8","p6_9","p6_10","p6_11","p6_12","pt7_a","pt7_b","pt7_c","pt7_d","pt7_e","pt7_f","pt7_g","pt7_h","pt7_i","pt7_j","pt7_k","pt7_l","pt7_m","pt7_n","pt8_1","pt8_2","pt8_3","pt8_4","pt8_5","pt8_6","pt8_7","pt8_8","pt8_9","pt8_10","pt8_11","pt8_12","pt8_13","pt8_14","pt8_15","pt8_16","pt8_17","pt8_18","pt8_19","pt8_20","pt8_21","pt8_22","pt8_23","pt8_24","pt9_a","pt9_b","pt9_c","pt9_d","pt9_e","pt9_f","pt9_g","pt9_h","pt9_i","pt9_j","pt9_k","pt9_l","pt10_wb","pr10_wg","pt10_wp","pr10_wh","pt10_wn","pt10_ab","pr10_ag","pt10_ap","pr10_ah","pt10_an","pt11_a","pt11_b","pt11_c","pt11_d","pt11_e","pt11_f","pt11_g","pt11_h","pt11_i","pt11_j","pt11_k","pt11_l","pt11_LR","pt11_m","pq12_a","pq12_b","pq12_c","pq12_d","pq12_e","pq12_f","pq12_g","pq12_g2","pq12_h","pq12_h2","last24mj","weeklymj","filter_$","st_a","st_b","st_c","st_d","st_e","st_f","st_g","st_h","st_i","st_j","st_k","st_l","D_ASIS","racemiss","eth_id","qual_p1","qual_p2","qual_p3","qxq1","qxq2","qxq3","negc_p1","negc_p2","negc_p3","pt4_dr","pt4_fr","pt1","pt2","pt3","p3_1r","p3_3r","p3_6r","p3_10r","p3_11r","p3_12r","anx1","anx2","anx3","p6_1r","p6_3r","p6_5r","p6_7r","p6_9r","p6_11r","negatt1","negatt2","negatt3","ster1","ster2","ster3","realth1","realth2","realth3","symbth1","symbth2","symbth3","pt11_ar","pt11_cr","missing","st_ar","st_er","st_gr","st_fr"
"128",233,1,10,8,7,4,4,2,0,1,0,10,4,5,10,8,7,3,4,2,1,3,0,10,6,5,24,6,10,10,6,6,6,7,6,5,6,7,3,1,8,2,0,2,5,6,5,5,4,3,1,7,2,7,4,6,6,5,7,6,2,3,7,7,1,0,7,0,8,0,6,0,6,0,5,0,5,6,3,3,0,2,1,2,0,0,2,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,6,9,0,5,0,7,0,5,5,5,7,5,9,0,2,4,8,9,9,0,0,1,5,5,3,4,4,5,4,4,3,4,3,4,6,7,4,7,1,8,7,3,6,9,6,6,3,8,1,22,4,1,NA,1,4,72,6,NA,0,0,1,63,0,12,24,40,63,54,0,0,7,35,5,-0.400010352352727,0,22,16,16,12,128,128,72,14,5,10,8,7,9,11,14,4,2,1,4,3,4,15,4,13,9,9,9,9,9,9,33,30,28,36,63,75,0,1,0,20,12,22,3,5,0,0,6,0,0
"129",234,3,10,9,10,10,2,0,0,3,1,10,5,10,10,9,10,8,4,3,1,4,4,10,10,10,8,4,10,10,4,6,10,0,10,8,1,8,1,1,8,0,0,1,9,9,9,8,8,8,8,9,1,10,1,9,9,6,9,9,1,2,2,9,2,0,8,0,9,0,7,0,7,0,7,0,8,2,3,3,4,3,3,2,4,2,2,2,1,0,3,0,0,3,0,0,0,0,0,0,0,0,1,9,9,0,3,7,7,0,0,3,2,5,2,9,0,3,6,8,9,9,0,0,2,7,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,5,9,2,8,9,9,9,0,9,3,21,3,1,2,1,6,800,5,230,0,0,1,90,0,27,54,48,81,81,0,0,4,63,10,-0.648153862882017,0,18,14,14,16,126,126,160,15,13,6,1,8,16,9,17,1,1,1,0,0,0,4,2,1,9,9,9,9,9,9,35,32,33,81,81,136,3,0,1,21,14,12,6,6,0,0,5,0,0
"130",235,1,10,10,6,30,10,2,1,0,0,10,7,6,10,2,8,20,10,0,0,5,2,10,1,8,4,8,10,10,10,10,10,8,5,5,5,5,5,4,6,5,5,5,7,7,7,6,6,1,7,5,3,9,1,4,3,4,5,8,2,2,6,6,4,0,7,0,9,0,9,0,9,0,9,0,9,3,2,1,1,5,2,3,0,2,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,9,0,3,7,9,9,0,0,0,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,2,9,9,5,9,9,5,6,3,9,1,18,3,3,3,2,2,15,6,384,0,0,1,81,9,0,9,28,45,72,0,0,0,30,20,-0.306674325916949,0,18,18,20,20,180,40,20,12,7,14,2,6,12,3,11,4,4,3,2,2,2,18,17,11,9,9,9,9,9,9,34,36,36,18,45,80,0,0,0,5,0,0,4,4,0,0,14,0,0
"131",236,1,10,10,10,7,2,5,2,4,0,10,4,8,10,10,10,10,3,7,5,9,2,10,10,10,60,9,10,10,10,10,8,7,7,6,4,6,4,4,7,2,2,2,7,7,9,5,0,6,0,2,0,7,1,3,3,5,5,10,1,1,2,2,2,0,7,0,9,0,6,5,9,2,4,1,4,7,2,2,4,0,2,1,3,7,4,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,0,0,0,0,7,9,2,0,3,4,6,9,0,0,1,5,1,4,5,4,6,5,1,3,4,4,3,0,0,7,3,9,9,9,3,6,8,8,5,4,9,1,19,1,1,1,2,4,96,1,4,1,1,1,63,2,0,9,20,30,90,0,0,2,10,2,0.265558835398832,0,14,19,20,18,190,200,180,15,17,3,9,9,5,15,11,3,3,2,2,2,0,14,10,6,9,9,9,4,7,8,34,28,23,11,30,22,3,0,0,6,6,7,9,2,0,0,30,0,18
"132",237,1,10,5,8,6,2,1,0,2,0,10,6,7,10,3,3,5,10,1,0,1,0,10,1,1,96,3,10,10,5,9,8,1,4,8,5,7,2,2,7,1,1,1,8,7,1,5,2,2,4,8,4,4,2,2,3,2,8,7,2,2,4,8,9,1,5,1,8,0,5,0,1,0,3,1,6,2,6,6,4,2,2,6,1,6,5,2,2,1,3,0,0,3,0,0,0,0,2,6,0,0,0,3,9,2,2,0,0,0,0,3,1,0,4,9,3,2,3,8,8,9,0,1,0,4,2,3,5,5,5,3,3,5,5,5,3,1,0,9,1,6,8,6,4,6,9,6,7,2,9,1,19,2,3,4,2,5,120,6,1000,0,0,1,36,6,4,9,16,64,63,0,2,0,32,18,-1.26611174903741,0,9,13,15,17,65,45,17,20,20,8,5,5,7,7,13,1,2,2,1,2,8,10,6,12,8,8,9,9,9,8,29,24,26,19,66,82,3,2,6,16,0,8,8,0,0,0,9,0,3
"133",238,1,10,9,9,10,4,10,2,10,3,10,10,10,10,6,9,30,10,5,1,10,3,10,3,7,60,7,10,10,9,10,10,2,6,7,3,9,8,1,7,1,1,1,7,8,6,5,3,5,6,5,4,9,1,8,5,3,5,9,1,1,2,2,4,5,5,2,8,0,5,0,8,0,0,0,7,7,8,6,5,0,8,5,3,7,7,0,0,0,6,0,0,3,0,0,0,1,0,7,0,1,0,6,9,1,5,0,2,0,1,4,1,5,1,9,0,2,3,8,5,9,0,0,2,5,5,4,4,4,4,4,4,4,4,4,4,9,2,8,1,6,8,5,5,3,6,7,6,3,8,1,21,3,3,5,2,6,NA,1,1.5,1,1,1,81,0,16,15,24,25,81,0,0,4,10,20,-0.439754380785201,0,4,17,19,20,153,114,60,26,30,6,3,5,8,8,10,2,0,2,2,1,3,13,5,7,4,7,9,9,9,9,24,31,25,31,25,40,3,1,8,21,3,11,0,1,0,0,8,0,24
"134",239,-1,10,8,6,200,23,10,0,30,2,10,8,4,10,3,6,500,50,20,1,50,10,10,3,6,60,9,8,10,7,9,3,1,3,7,6,7,4,6,4,4,1,4,7,7,7,2,2,0,5,2,7,7,2,5,3,2,4,4,2,2,2,9,9,2,3,2,7,0,7,1,7,0,5,4,6,3,1,1,6,8,1,1,1,2,1,1,6,1,5,3,1,2,4,0,1,3,0,1,1,1,0,9,0,2,2,2,8,1,7,6,7,7,6,7,2,2,4,5,6,9,1,3,3,3,4,2,4,3,3,2,3,4,3,3,6,8,6,2,1,3,7,6,2,4,2,2,6,3,1,-1,19,1,1,1,1,6,NA,6,NA,0,0,1,49,4,10,12,10,24,36,2,6,6,27,36,-0.752041825711347,1,15,17,17,12,136,51,36,19,6,13,4,2,4,4,4,2,2,5,2,2,2,14,16,10,7,7,9,8,9,5,24,31,25,26,32,90,10,4,3,13,18,26,1,7,0,8,36,0,21
"135",240,1,10,10,10,20,4,4,0,10,2,10,7,7,10,10,10,30,6,10,0,20,5,10,10,10,60,6,6,9,4,8,8,3,7,6,3,7,2,2,7,1,1,1,6,8,8,3,2,2,4,5,8,8,2,4,5,4,8,8,1,1,3,2,6,5,5,2,8,0,7,2,8,0,5,2,8,2,5,0,1,1,5,2,1,3,3,0,0,0,3,1,0,1,1,1,0,1,1,3,0,1,1,6,7,1,5,3,6,1,1,4,5,6,1,8,2,2,0,5,6,8,0,2,3,5,5,2,4,4,4,4,2,4,4,4,4,6,2,7,2,1,8,6,1,6,7,5,7,2,8,1,24,2,3,4,2,4,144,3,48,0,1,1,64,4,8,0,20,48,64,0,2,9,10,30,0.0913175280413666,0,9,12,13,16,120,130,160,9,14,3,5,1,5,7,6,3,2,2,3,1,1,10,6,6,4,7,9,7,9,7,24,31,29,12,50,50,3,3,5,19,11,16,3,2,0,3,28,3,9
"136",241,1,10,10,10,50,20,2,2,10,5,10,10,10,10,10,10,50,20,10,2,20,2,10,10,10,48,6,10,10,8,10,10,3,5,7,8,9,2,2,8,7,6,3,7,8,7,4,0,2,3,7,0,7,1,2,2,9,6,6,2,2,2,8,7,2,5,2,5,0,5,NA,7,0,7,1,8,0,6,5,3,3,7,6,8,9,9,6,6,4,5,0,0,0,0,0,0,0,0,3,0,1,0,1,9,1,2,0,5,2,1,0,0,1,0,9,0,0,0,9,9,9,0,0,3,5,5,2,5,4,6,3,2,4,3,4,3,3,6,4,5,5,9,9,3,7,9,7,3,6,7,1,20,3,1,4,2,5,72,6,NA,0,0,1,63,0,0,0,81,54,54,0,0,6,40,35,-0.253688011193554,0,22,16,18,20,160,180,200,17,39,21,6,9,4,8,16,2,0,1,2,1,2,12,16,8,7,7,9,NA,9,8,24,NA,32,0,54,115,0,0,4,13,8,1,6,5,0,0,0,0,0
"137",242,1,10,6,3,NA,8,NA,2,NA,1,10,2,1,10,4,2,NA,50,NA,10,NA,5,10,6,2,240,10,10,0,10,10,10,10,0,4,4,4,4,5,4,2,5,4,7,7,5,3,0,0,3,4,1,6,3,8,7,2,8,7,1,1,8,6,9,0,1,0,7,0,4,0,4,0,6,1,5,4,3,2,6,5,2,2,2,4,5,2,6,0,2,0,0,3,0,0,0,0,0,1,0,1,0,3,9,0,3,0,0,0,0,3,1,2,4,9,2,1,2,5,5,6,0,0,1,3,0,4,4,4,4,4,4,4,4,4,4,2,6,4,4,9,9,9,0,4,6,9,6,3,9,7,25,1,4,5,1,2,48,1,18,1,1,1,54,6,8,14,10,40,42,0,0,8,18,0,-0.0246138092079205,0,22,20,10,20,120,40,120,20,15,10,6,8,3,6,12,5,5,5,2,2,4,18,17,12,9,9,9,9,9,8,26,26,28,28,40,36,3,0,2,15,0,10,7,5,0,0,36,12,12
"138",243,1,10,10,10,2,NA,2,NA,1,NA,10,10,10,8,10,9,3,NA,8,NA,2,NA,9,9,7,54,10,10,10,5,4,5,NA,10,9,4,9,3,3,9,2,2,2,6,7,6,9,9,8,2,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,7,5,5,4,6,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,9,6,4,3,5,2,5,4,7,3,7,8,9,4,4,6,2,5,6,4,7,5,9,0,3,6,8,9,9,0,0,4,6,3,4,4,4,4,4,4,4,4,4,4,9,3,7,4,5,9,8,4,5,7,5,8,1,8,1,18,3,3,2,1,3,24,5,30,0,0,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-0.671600103094142,0,9,20,15,9,200,150,81,NA,NA,NA,7,9,18,15,18,0,0,0,3,2,3,7,7,10,4,6,4,5,9,9,22,20,28,NA,NA,NA,24,14,19,28,17,22,0,2,0,0,NA,0,0
"139",244,1,10,3,7,15,3,0,0,4,1,10,4,7,10,3,7,20,5,0,0,15,3,10,1,8,14,2,8,10,5,5,7,0,3,5,6,5,6,6,4,5,0,3,5,5,6,5,4,3,0,3,0,8,1,3,1,5,9,8,2,2,2,2,9,1,5,0,5,5,5,2,6,0,5,1,5,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,1,1,8,7,7,1,1,1,1,3,4,4,4,4,5,3,3,4,4,4,7,7,8,2,6,8,7,2,6,8,7,4,5,9,1,23,4,3,1,1,3,12,1,1,1,1,1,64,3,3,1,40,63,56,2,2,2,2,27,-0.345391969515464,0,12,10,15,12,30,45,12,3,1,1,9,9,9,12,12,4,4,5,4,4,3,20,16,14,8,9,4,7,9,8,27,22,27,7,67,31,0,0,0,0,0,3,2,1,0,3,6,6,4
"140",245,1,10,5,4,20,8,5,0,2,2,10,5,5,10,7,5,20,3,1,0,2,0,10,7,7,48,5,9,10,2,9,9,2,3,5,5,6,5,4,5,0,0,4,7,8,7,NA,3,3,5,3,NA,10,1,8,9,9,9,9,2,7,4,8,2,0,7,0,8,5,6,NA,9,0,5,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,3,3,9,1,1,0,3,2,5,5,1,5,5,9,1,4,6,6,9,9,0,2,3,5,3,3,3,3,3,3,3,3,3,3,3,4,7,8,7,4,6,6,2,5,5,6,7,2,9,1,18,3,1,NA,2,6,NA,6,NA,0,0,1,90,1,32,54,54,81,81,0,14,12,40,6,-0.569948372163696,0,20,14,12,18,70,84,126,0,1,3,4,NA,NA,7,NA,4,3,4,2,1,2,17,8,9,9,9,4,NA,9,9,33,NA,30,87,95,86,4,1,3,14,10,16,5,1,0,0,6,0,0
"141",246,1,10,10,10,10,8,5,1,3,1,10,10,8,10,10,7,10,4,6,1,2,2,10,10,10,65,10,10,10,10,10,10,2,0,9,6,9,7,7,8,3,3,6,7,8,7,6,8,9,0,9,0,5,2,4,8,2,8,9,8,2,4,9,10,2,7,2,7,1,2,1,8,3,9,1,7,8,1,8,NA,6,8,8,0,8,2,2,9,0,7,0,0,8,4,0,9,8,1,0,0,8,0,3,9,7,7,7,8,4,5,7,6,6,8,9,9,0,6,8,9,9,0,0,0,5,0,4,4,4,4,4,4,4,4,4,4,6,5,5,0,8,9,9,9,9,0,9,9,0,9,1,19,4,3,5,2,5,168,5,87,0,0,1,45,18,0,48,16,72,81,0,0,0,45,0,-1.0873229102514,0,12,20,20,20,200,200,200,NA,26,18,9,9,14,18,18,0,0,1,2,1,2,13,14,11,7,7,8,8,6,8,28,26,30,66,72,90,12,18,8,26,24,27,3,4,0,0,9,0,0
"142",247,6,10,8,6,10,2,6,1,6,NA,10,8,7,10,10,10,8,2,6,4,6,3,9,9,10,48,10,10,10,10,9,8,10,7,8,7,7,1,0,8,0,0,0,7,8,8,7,0,5,5,4,0,8,3,7,8,6,9,6,4,6,4,8,8,2,8,0,9,0,8,0,0,0,8,0,7,6,2,2,4,3,1,2,2,2,0,0,3,0,5,0,0,3,0,0,0,0,0,3,0,0,0,8,9,4,7,0,9,0,0,6,3,9,2,9,1,3,2,6,8,7,1,1,3,6,3,4,4,4,4,4,4,4,4,4,4,1,8,2,2,6,8,8,8,3,9,7,6,3,9,7,20,3,1,1,2,5,200,1,2,1,1,1,72,3,21,16,36,72,42,4,6,12,48,24,-0.481329008730648,0,25,20,20,17,160,200,153,17,7,8,4,9,7,9,13,1,2,1,2,1,1,11,1,4,7,9,9,9,9,9,33,26,33,40,82,120,3,0,3,28,9,20,8,7,0,0,15,10,2
"143",248,1,10,3,7,30,2,5,0,10,0,10,3,5,10,1,1,100,10,5,1,20,0,10,1,2,17,2,10,10,3,9,10,0,2,5,6,3,5,5,5,3,0,3,9,6,9,2,2,5,1,5,1,6,2,2,4,4,4,8,1,2,5,6,6,0,7,0,8,0,5,0,8,0,7,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,0,0,0,0,3,1,7,3,2,4,6,9,7,1,2,0,4,3,5,5,5,6,4,3,4,3,4,4,9,0,9,0,3,8,9,3,9,9,9,1,8,9,1,18,2,1,5,2,6,NA,6,NA,0,0,1,42,6,4,16,24,36,56,1,4,0,24,18,-0.120149807305957,0,0,12,13,19,36,13,19,1,0,0,8,8,4,13,13,4,6,4,0,3,0,21,12,6,9,9,9,9,9,9,33,31,28,26,41,66,0,0,1,2,6,4,0,0,0,10,21,6,0
"144",249,1,10,5,7,10,5,0,0,3,0,10,5,3,10,5,7,20,10,10,2,15,5,10,6,8,36,3,5,6,3,3,5,0,1,7,1,8,1,1,8,1,1,1,1,7,7,1,0,0,9,0,8,10,1,5,9,4,9,10,2,2,8,9,8,6,7,5,6,5,6,5,6,6,8,5,6,3,5,5,5,3,5,3,1,3,5,2,1,1,5,3,0,0,0,0,0,0,0,6,2,2,0,5,8,8,2,0,3,0,2,3,5,8,6,8,0,6,7,8,8,9,0,0,0,5,7,1,2,3,3,2,1,2,3,3,2,7,7,5,8,5,8,8,5,8,8,5,5,4,9,1,32,2,4,1,1,5,168,6,NA,0,0,1,80,0,30,63,32,72,90,0,0,0,45,56,NA,0,21,8,9,8,40,45,48,21,17,9,0,1,1,0,1,2,1,1,8,2,2,5,4,13,3,4,4,4,3,4,20,20,21,93,72,146,3,0,10,23,5,22,2,4,0,1,7,0,2
"145",250,1,10,5,3,10,6,1,0,1,0,10,6,5,10,7,4,20,10,5,2,6,4,10,3,6,6,3,10,10,5,9,8,0,4,2,9,0,3,9,0,8,9,8,5,8,3,5,0,0,6,5,7,5,2,6,3,2,6,3,2,1,5,4,7,3,9,1,2,0,4,3,9,0,7,4,6,6,6,6,2,8,6,5,0,0,5,0,4,0,8,0,0,3,0,0,0,0,0,5,0,0,0,4,5,0,4,0,5,0,0,3,3,0,0,9,0,0,6,8,4,9,0,0,2,5,5,3,4,4,4,4,5,3,3,4,4,9,0,9,0,7,9,6,6,9,9,9,6,3,9,1,18,3,1,3,1,3,48,1,15,1,1,1,45,0,0,18,16,24,27,0,0,10,20,35,-0.638281646012906,0,0,13,15,17,65,105,51,28,16,12,3,2,5,3,7,7,9,9,4,1,6,28,35,19,6,8,9,6,9,5,25,28,27,18,24,75,3,0,5,13,5,6,0,0,0,0,9,0,25
"146",251,3,10,4,2,10,4,6,3,5,1,10,6,3,1,0,10,0,0,0,0,10,10,2,2,10,2,8,10,9,9,8,10,1,0,5,4,3,7,2,5,3,2,6,5,5,6,2,0,5,8,5,7,7,8,10,6,10,10,10,2,2,10,1,1,2,6,2,4,1,4,1,5,0,4,0,4,0,1,2,1,1,0,1,1,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,6,0,0,5,0,4,4,9,4,9,4,7,6,9,2,4,2,6,7,3,4,4,5,3,4,3,3,5,2,7,8,0,7,8,9,9,5,9,9,9,2,7,9,3,18,3,3,5,2,5,62,5,720,0,0,1,63,32,90,24,70,60,90,4,8,20,6,7,-0.327657837218855,0,26,18,18,18,72,0,36,5,3,4,1,2,2,6,7,4,6,4,4,4,3,21,11,17,7,7,8,8,9,9,24,25,26,146,72,19,2,0,0,15,6,13,2,9,0,0,2,0,3
"147",252,1,10,6,10,NA,2,NA,1,NA,1,10,6,10,10,6,10,2,NA,NA,1,NA,1,10,3,8,31,8,10,10,9,9,10,5,6,8,3,7,4,3,8,1,1,1,7,8,8,7,2,0,NA,6,4,9,2,2,1,7,5,8,1,2,3,3,6,0,5,0,6,0,6,1,5,0,6,0,5,5,4,6,3,7,5,6,3,3,3,0,7,0,7,0,0,4,0,0,0,1,0,0,0,0,0,5,6,0,4,0,3,2,2,0,5,7,5,9,0,4,3,5,4,8,0,1,4,4,6,3,4,3,3,4,4,3,2,3,4,9,4,6,2,8,9,6,2,8,7,6,5,4,9,1,24,4,1,1,2,5,48,6,NA,0,0,1,81,0,8,3,35,20,64,0,2,12,12,36,0.329207848950525,0,9,18,19,19,108,114,57,25,20,14,NA,5,9,NA,11,1,2,1,2,1,1,10,6,5,9,9,9,8,9,9,29,28,29,11,22,60,4,1,0,15,7,17,0,3,0,0,16,3,30
"148",253,1,10,5,5,5,2,0,0,0,0,10,8,8,10,7,7,20,8,2,1,1,1,10,7,7,48,5,5,7,5,5,5,0,9,7,3,6,5,6,6,3,2,3,5,8,7,5,3,1,8,3,9,8,2,1,4,2,6,8,1,1,1,8,7,2,6,1,8,0,4,0,7,0,4,1,5,0,2,0,0,0,0,1,0,1,1,0,2,0,2,1,0,6,0,0,1,0,2,4,0,5,2,5,5,4,6,3,3,1,2,5,8,5,4,9,2,0,0,4,4,9,0,0,2,4,3,3,4,4,4,4,3,4,4,4,4,3,6,5,6,7,8,9,6,7,9,7,6,3,8,1,21,4,3,1,2,3,62,6,NA,0,0,1,72,4,0,0,8,24,72,0,0,2,32,21,-0.725688791441518,0,22,10,12,10,50,84,70,2,3,4,1,0,8,2,3,2,3,3,4,1,2,13,14,10,7,8,9,9,9,8,29,29,26,4,24,85,7,3,11,20,9,22,6,4,0,0,45,0,25
"149",254,1,10,9,6,7,5,1,0,2,0,10,4,3,10,8,5,15,5,4,0,3,0,10,7,6,4,6,8,10,9,9,10,5,5,4,4,4,0,0,9,0,0,0,4,4,5,1,0,0,3,3,7,8,4,1,7,3,8,7,3,3,2,5,3,0,2,0,5,0,5,0,5,0,4,0,4,1,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,6,9,0,4,0,7,0,0,1,4,5,1,7,2,1,2,6,6,7,0,1,1,3,5,4,3,3,3,4,4,3,3,4,3,8,3,4,2,7,9,9,5,7,9,7,5,4,6,1,18,3,3,1,1,5,135,2,16,1,1,1,56,8,1,14,18,48,49,0,3,2,15,15,-0.538256387389984,0,11,14,19,19,126,152,133,5,3,0,6,2,1,6,5,5,5,0,5,5,4,14,0,14,9,9,9,9,9,9,25,28,26,23,51,45,2,2,2,19,7,11,1,5,0,6,24,8,9
"150",255,1,10,7,8,3,1,0,0,1,1,10,5,5,10,6,6,9,4,1,1,1,1,10,4,4,24,8,10,10,9,10,10,6,5,8,7,8,3,3,7,2,2,3,8,8,8,7,5,3,3,7,3,10,1,2,2,2,8,10,2,2,2,2,2,0,9,0,9,0,9,0,9,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,0,3,0,0,0,1,2,0,9,3,0,0,4,3,8,0,3,0,5,4,4,4,4,4,4,4,4,4,4,4,4,6,5,5,7,8,8,6,8,9,9,6,3,9,1,22,1,1,1,2,6,NA,6,NA,0,0,1,90,3,0,0,8,24,80,0,6,0,10,8,-0.809136485850975,0,20,18,19,20,126,114,80,0,0,0,6,6,12,9,13,1,1,2,1,1,1,12,9,6,9,9,9,9,9,9,36,36,35,3,30,28,0,0,1,7,3,3,5,4,0,0,45,1,18
"151",256,1,10,8,8,30,5,10,0,20,2,10,8,8,10,4,9,30,5,5,0,15,1,10,4,9,7,6,0,0,0,7,5,0,9,6,6,4,7,6,3,3,6,7,3,8,6,6,1,2,7,4,8,3,7,8,8,3,9,8,4,6,6,10,10,3,4,6,7,3,6,5,4,4,4,7,3,7,2,2,3,1,5,4,3,4,1,0,5,0,8,2,2,6,6,3,5,6,4,3,0,4,6,6,6,6,5,4,6,6,5,5,3,4,5,9,3,2,3,7,7,8,0,0,1,6,2,3,3,3,4,4,5,4,5,5,4,6,5,6,6,6,8,8,6,7,7,7,5,4,6,1,18,4,3,4,1,6,NA,6,NA,0,0,1,27,21,16,24,21,63,64,0,0,6,60,20,-0.765945048580855,0,17,6,0,12,48,0,48,15,17,13,2,1,7,4,5,3,5,6,6,1,3,21,21,17,6,3,6,4,5,2,20,20,14,61,63,140,16,18,13,23,21,17,3,3,0,0,16,3,4
"152",257,1,10,10,10,30,12,15,6,10,4,10,7,6,10,8,6,20,10,10,4,8,3,10,7,6,151,8,4,10,7,8,5,3,4,4,7,7,2,2,7,2,2,2,4,8,2,7,2,2,6,2,2,9,1,2,8,8,9,9,1,2,6,8,8,2,7,2,8,1,6,2,1,0,7,1,7,6,7,6,9,4,9,9,4,9,4,4,7,2,4,9,0,3,0,0,0,0,0,3,0,2,0,7,3,1,2,1,7,1,1,3,6,2,2,8,2,1,3,6,5,8,2,2,1,2,3,4,4,4,4,4,4,4,4,4,4,3,2,7,2,7,8,7,4,8,8,8,2,7,8,1,22,5,2,2,1,4,144,6,NA,0,0,1,72,2,2,24,48,45,72,2,4,6,16,24,-0.847523795400263,0,12,12,17,13,120,136,91,32,35,17,3,7,9,5,9,5,2,2,5,1,7,16,8,15,7,7,8,7,9,8,29,22,31,28,51,56,12,0,5,13,10,13,6,2,0,2,9,2,8
"153",258,1,10,9,8,10,4,5,5,2,1,10,7,4,10,10,9,55,10,20,5,20,3,10,8,6,240,8,10,5,5,10,10,0,8,6,5,7,3,5,6,1,1,3,5,8,8,2,0,0,5,5,7,9,2,3,2,4,6,8,3,3,8,5,1,1,5,1,6,1,5,1,7,1,1,1,5,3,4,3,3,1,3,3,0,0,3,4,3,3,4,0,0,1,0,0,0,0,0,0,0,2,0,8,4,6,5,1,7,1,1,5,8,8,5,9,1,1,2,2,6,7,0,0,1,6,8,4,5,3,4,4,4,5,3,4,4,1,8,0,8,4,8,8,2,8,9,7,7,2,8,1,26,2,1,NA,1,3,16,3,72,0,1,1,81,2,3,4,8,36,56,0,0,8,30,8,-0.816419844562253,0,33,18,10,20,162,100,160,14,9,14,4,2,2,4,7,3,2,3,4,1,1,13,10,9,8,8,8,8,8,8,27,28,22,9,36,68,1,0,2,23,10,26,8,9,0,0,49,6,15
"154",259,1,10,8,2,20,10,10,5,5,1,10,10,10,10,10,8,20,5,10,3,10,2,10,10,10,72,8,10,10,3,9,9,6,6,5,4,5,8,6,5,5,6,6,4,7,5,8,4,0,2,2,9,1,7,7,6,6,9,2,4,4,9,9,10,4,4,3,4,0,3,3,4,0,0,0,4,6,8,8,7,7,5,5,2,8,2,2,8,1,8,1,3,7,9,3,9,9,9,9,2,9,3,9,9,9,8,8,9,8,8,8,7,9,7,9,0,2,0,2,8,9,0,3,2,2,0,4,3,2,3,2,4,5,5,5,4,6,0,3,0,9,9,9,8,8,8,8,7,2,8,1,19,3,1,1,2,4,114,3,72,0,1,1,9,0,14,0,12,72,18,0,12,18,18,0,-0.672749899303645,0,9,18,13,18,144,130,180,36,22,19,7,0,12,7,2,4,4,4,5,2,4,20,21,17,5,6,9,6,9,9,19,22,22,14,84,36,20,30,23,35,33,31,3,6,0,0,35,0,2
